esm_event_id;event_time;ingv_event_id;ev_latitude;ev_longitude;ev_depth_km;mw;station_code
IT-2012-0008;2012-05-20T02:03:50;772691;44.8955;11.2635;9.5;6.1;AQU
IT-2012-0009;2012-05-20T03:02:47;774071;44.8597;11.152;9.1;5.1;AQU
IT-2012-0011;2012-05-29T07:00:02;841091;44.8417;11.0657;8.07;6.0;AQU
IT-2012-0050;2012-03-15T03:29:05;2492579;42.797;13.201;4.3;3.7;AQU
IT-2012-0063;2012-12-05T01:18:20;1589621;42.9153;13.6617;17.5;4.1;AQU
IT-2012-0082;2012-04-10T22:37:36;2501669;43.114;13.512;21.8;;AQU
IT-2012-0088;2012-10-30T01:52:31;1468901;42.3957;13.2725;10.6;3.2;AQU
IT-2013-0003;2013-02-16T21:16:09;1744261;41.7143;13.5697;17.1;4.8;AQU
IT-2013-0005;2013-06-21T10:33:56;2151711;44.1308;10.1357;7.0;5.1;AQU
IT-2013-0010;2013-07-21T01:32:24;2367191;43.5088;13.7225;7.9;4.9;AQU
IT-2013-0011;2013-07-21T03:07:24;2368131;43.5028;13.7152;8.6;4.1;AQU
IT-2013-0014;2013-08-22T06:44:51;2476111;43.5392;13.7238;8.9;4.2;AQU
IT-2013-0017;2013-12-22T10:06:35;2829411;43.3812;12.519;8.6;3.9;AQU
IT-2013-0019;2013-12-29T17:08:43;2874261;41.3952;14.4342;20.4;5.0;AQU
IT-2013-0028;2013-02-17T01:00:06;1744841;42.4653;13.4833;15.7;3.6;AQU
IT-2013-0052;2013-06-13T05:44:54;2131571;43.5147;13.7335;8.2;3.8;AQU
IT-2013-0074;2013-07-11T04:32:20;2313261;43.8162;12.0552;8.5;4.0;AQU
IT-2013-0113;2013-11-30T20:13:38;2774261;42.631;13.2062;10.0;3.7;AQU
IT-2013-0114;2013-12-08T14:35:33;2787731;42.4613;13.4793;16.2;3.7;AQU
IT-2014-0012;2014-02-13T04:38:16;3081331;42.698;13.1225;8.2;;AQU
IT-2016-0001;2016-10-16T09:32:36;8538851;42.75457;13.1797;2.218;4.0;AQU
IT-2009-0212;2009-04-30T13:01:02;1982979;42.365;13.369;8.3;3.5;MI09
IT-2009-0229;2009-05-01T05:12:51;1984189;42.287;13.462;9.6;3.6;MI09
IT-2009-0240;2009-05-09T09:09:40;1997639;42.356;13.371;8.8;;MI09
IT-2009-0241;2009-05-10T16:00:07;2000229;42.296;13.488;9.8;3.3;MI09
IT-2009-0242;2009-05-11T16:59:04;2001639;42.489;13.377;9.7;;MI09
IT-2009-0243;2009-05-14T06:30:22;2004959;42.483;13.397;9.5;3.4;MI09
IT-2009-0244;2009-05-14T06:32:33;2004969;42.488;13.405;9.1;;MI09
IT-2009-0245;2009-05-14T20:30:54;2005669;42.372;13.329;9.8;;MI09
IT-2009-0249;2009-05-30T02:55:10;2021969;42.35;13.339;11.0;3.6;MI09
IT-2009-0253;2009-06-07T19:21:34;2029709;42.338;13.476;10.7;3.3;MI09
IT-2009-0212;2009-04-30T13:01:02;1982979;42.365;13.369;8.3;3.5;MI10
IT-2009-0229;2009-05-01T05:12:51;1984189;42.287;13.462;9.6;3.6;MI10
IT-2009-0240;2009-05-09T09:09:40;1997639;42.356;13.371;8.8;;MI10
IT-2009-0241;2009-05-10T16:00:07;2000229;42.296;13.488;9.8;3.3;MI10
IT-2009-0242;2009-05-11T16:59:04;2001639;42.489;13.377;9.7;;MI10
IT-2009-0243;2009-05-14T06:30:22;2004959;42.483;13.397;9.5;3.4;MI10
IT-2009-0244;2009-05-14T06:32:33;2004969;42.488;13.405;9.1;;MI10
IT-2009-0245;2009-05-14T20:30:54;2005669;42.372;13.329;9.8;;MI10
IT-2009-0249;2009-05-30T02:55:10;2021969;42.35;13.339;11.0;3.6;MI10
IT-2009-0253;2009-06-07T19:21:34;2029709;42.338;13.476;10.7;3.3;MI10
